virus	virusid	host	hostid	coronavirus
boginia virus	26302856	sorex minutus	3499113	0
bokeloh bat lyssavirus	24639714	myotis daubentonii	3563007	0
bokeloh bat lyssavirus	24639714	myotis nattereri	3581333	0
bopivirus a	2169775	bos taurus	3434101	0
borna disease virus	3437710	bos taurus	3434101	0
borna disease virus	3437710	canis lupus familiaris	3433584	0
borna disease virus	3437710	capra hircus	3434115	0
borna disease virus	3437710	crocidura leucodon	3581319	0
borna disease virus	3437710	crocidura russula	3454609	0
borna disease virus	3437710	equus asinus	3433905	0
borna disease virus	3437710	equus caballus	3433909	0
borna disease virus	3437710	felis catus	3433706	0
borna disease virus	3437710	homo sapiens	3433574	0
borna disease virus	3437710	vicugna pacos	3445626	0
borna disease virus	3437710	lynx lynx	3438160	0
borna disease virus	3437710	meriones unguiculatus	3434305	0
borna disease virus	3437710	myodes glareolus	3891106	0
borna disease virus	3437710	oryctolagus cuniculus	3434201	0
borna disease virus	3437710	ovis aries	3434136	0
borna disease virus	3437710	procyon lotor	3433651	0
borna disease virus	3437710	sorex araneus	3464087	0
borna disease virus	3437710	tupaia glis	3433233	0
borna disease virus	3437710	vulpes vulpes	3433604	0
bos taurus papillomavirus 20	27723707	bos taurus	3434101	0
bos taurus polyomavirus 1	26316488	bos taurus	3434101	0
bottlenose dolphin astrovirus 2	4220459	tursiops truncatus	3433804	0
bottlenose dolphin astrovirus 3	4220460	tursiops truncatus	3433804	0
bottlenose dolphin astrovirus 4	4220461	tursiops truncatus	3433804	0
bottlenose dolphin astrovirus 5	4220462	tursiops truncatus	3433804	0
bottlenose dolphin astrovirus 6	4220463	tursiops truncatus	3433804	0
bottlenose dolphin astrovirus 7	4220464	tursiops truncatus	3433804	0
bottlenose dolphin astrovirus 8	4220465	tursiops truncatus	3433804	0
bottlenose dolphin enterovirus	4000649	tursiops truncatus	3433804	0
bottlenose dolphin herpesvirus	3577573	tursiops truncatus	3433804	0
bouboui virus	3502578	papio papio	3566460	0
bourbon virus	26536111	homo sapiens	3433574	0
bovine adenovirus e	3607027	bos taurus	3434101	0
bovine adenovirus f	3800077	antilocapra americana	3434070	0
bovine alphaherpesvirus 1	3434755	alces alces	3434005	0
bovine alphaherpesvirus 1	3434755	antilocapra americana	3434070	0
bovine alphaherpesvirus 1	3434755	bison bison	3434090	0
bovine alphaherpesvirus 1	3434755	bison bonasus	3434092	0
bovine alphaherpesvirus 1	3434755	bos frontalis	3445605	0
bovine alphaherpesvirus 1	3434755	bos grunniens	3445607	0
bovine alphaherpesvirus 1	3434755	bos indicus	3434103	0
bovine alphaherpesvirus 1	3434755	bos taurus	3434101	0
bovine alphaherpesvirus 1	3434755	bubalus bubalis	3546118	0
bovine alphaherpesvirus 1	3434755	capra hircus	3434115	0
bovine alphaherpesvirus 1	3434755	capreolus capreolus	3434013	0
bovine alphaherpesvirus 1	3434755	ceratotherium simum	3433928	0
bovine alphaherpesvirus 1	3434755	cervus elaphus	3434017	0
bovine alphaherpesvirus 1	3434755	dama dama	3445619	0
bovine alphaherpesvirus 1	3434755	diceros bicornis	3433924	0
bovine alphaherpesvirus 1	3434755	elephas maximus	3433885	0
bovine alphaherpesvirus 1	3434755	equus caballus	3433909	0
bovine alphaherpesvirus 1	3434755	odocoileus hemionus	3434034	0
bovine alphaherpesvirus 1	3434755	odocoileus virginianus	3434038	0
bovine alphaherpesvirus 1	3434755	ovis ammon	3445613	0
bovine alphaherpesvirus 1	3434755	ovis aries	3434136	0
bovine alphaherpesvirus 1	3434755	ovis canadensis	3455249	0
bovine alphaherpesvirus 1	3434755	rangifer tarandus	3434031	0
bovine alphaherpesvirus 1	3434755	rupicapra rupicapra	3451551	0
bovine alphaherpesvirus 1	3434755	sus scrofa	3433956	0
bovine alphaherpesvirus 1	3434755	tapirus terrestris	3433917	0
bovine alphaherpesvirus 2	3434709	bos taurus	3434101	0
bovine alphaherpesvirus 2	3434709	capra ibex	3516084	0
bovine alphaherpesvirus 2	3434709	elephas maximus	3433885	0
bovine alphaherpesvirus 2	3434709	rupicapra rupicapra	3451551	0
bovine alphaherpesvirus 5	3452126	bos indicus	3434103	0
bovine alphaherpesvirus 5	3452126	bos taurus	3434101	0
bovine alphaherpesvirus 5	3452126	bubalus bubalis	3546118	0
bovine alphaherpesvirus 5	3452126	capra hircus	3434115	0
bovine alphaherpesvirus 5	3452126	equus caballus	3433909	0
bovine associated cyclovirus 1	2050927	bos taurus	3434101	0
bovine astrovirus	23539052	bos taurus	3434101	0
bovine astrovirus neuros1	26745673	bos taurus	3434101	0
bovine atadenovirus d	3607026	bos indicus	3434103	0
bovine atadenovirus d	3607026	bos taurus	3434101	0
bovine cyclovirus	26745719	bos taurus	3434101	0
bovine fever ephemerovirus	3436260	bos grunniens	3445607	0
bovine fever ephemerovirus	3436260	bos taurus	3434101	0
bovine fever ephemerovirus	3436260	bubalus bubalis	3546118	0
bovine fever ephemerovirus	3436260	cervus nippon	3434021	0
bovine foamy virus	3677281	bos taurus	3434101	0
bovine gammaherpesvirus 4	3434853	babyrousa babyrussa	3463276	0
bovine gammaherpesvirus 4	3434853	bison bison	3434090	0
bovine gammaherpesvirus 4	3434853	bison bonasus	3434092	0
bovine gammaherpesvirus 4	3434853	bos indicus	3434103	0
bovine gammaherpesvirus 4	3434853	bos taurus	3434101	0
bovine gammaherpesvirus 4	3434853	capreolus capreolus	3434013	0
bovine gammaherpesvirus 4	3434853	ovis aries	3434136	0
bovine gammaherpesvirus 4	3434853	phacochoerus africanus	3462605	0
bovine gammaherpesvirus 4	3434853	sus barbatus	3463278	0
bovine gammaherpesvirus 4	3434853	syncerus caffer	3434174	0
bovine gammaherpesvirus 6	23538926	bos taurus	3434101	0
bovine gammaherpesvirus 6	23538926	bubalus bubalis	3546118	0
bovine gammaherpesvirus 6	23538926	cervus elaphus	3434017	0
bovine hepacivirus	25871173	bos taurus	3434101	0
bovine hungarovirus	26745623	bos taurus	3434101	0
bovine immunodeficiency virus	3436531	bos indicus	3434103	0
bovine immunodeficiency virus	3436531	bos javanicus	3434098	0
bovine immunodeficiency virus	3436531	bos taurus	3434101	0
bovine immunodeficiency virus	3436531	bubalus bubalis	3546118	0
bovine kobuvirus	26745735	bos taurus	3434101	0
bovine kobuvirus	26745735	capreolus capreolus	3434013	0
bovine leukemia virus	3436906	bison bonasus	3434092	0
bovine leukemia virus	3436906	bos indicus	3434103	0
bovine leukemia virus	3436906	bos mutus	3515103	0
bovine leukemia virus	3436906	bos taurus	3434101	0
bovine leukemia virus	3436906	bubalus bubalis	3546118	0
bovine leukemia virus	3436906	bubalus carabanensis	3799968	0
bovine leukemia virus	3436906	homo sapiens	3433574	0
bovine leukemia virus	3436906	hydrochoerus hydrochaeris	3434456	0
bovine lymphotropic herpesvirus	3511464	bos taurus	3434101	0
bovine mastadenovirus a	3606499	bos taurus	3434101	0
bovine mastadenovirus b	3606496	antilocapra americana	3434070	0
bovine mastadenovirus b	3606496	bison bison	3434090	0
bovine mastadenovirus b	3606496	bison bonasus	3434092	0
bovine mastadenovirus b	3606496	bos taurus	3434101	0
bovine mastadenovirus b	3606496	oryx dammah	3494336	0
bovine mastadenovirus b	3606496	oryx leucoryx	3459038	0
bovine mastadenovirus c	3606498	bos indicus	3434103	0
bovine mastadenovirus c	3606498	bos taurus	3434101	0
bovine nebovirus	26745809	bos taurus	3434101	0
bovine nidovirus 1	26745793	bos taurus	3434101	0
bovine orthopneumovirus	3436161	antilocapra americana	3434070	0
bovine orthopneumovirus	3436161	bison bison	3434090	0
bovine orthopneumovirus	3436161	bos taurus	3434101	0
bovine orthopneumovirus	3436161	capra hircus	3434115	0
bovine orthopneumovirus	3436161	capreolus capreolus	3434013	0
bovine orthopneumovirus	3436161	dama dama	3445619	0
bovine orthopneumovirus	3436161	mazama gouazoupira	3481635	0
bovine orthopneumovirus	3436161	odocoileus hemionus	3434034	0
bovine orthopneumovirus	3436161	odocoileus virginianus	3434038	0
bovine orthopneumovirus	3436161	oryx gazella	3434158	0
bovine orthopneumovirus	3436161	oryx leucoryx	3459038	0
bovine orthopneumovirus	3436161	ovis aries	3434136	0
bovine orthopneumovirus	3436161	ovis canadensis	3455249	0
bovine orthopneumovirus	3436161	ovis dalli	3434138	0
bovine orthopneumovirus	3436161	rangifer tarandus	3434031	0
bovine orthopneumovirus	3436161	rupicapra rupicapra	3451551	0
bovine papillomavirus	3435092	bison bonasus	3434092	0
bovine papillomavirus	3435092	bos indicus	3434103	0
bovine papillomavirus	3435092	bos taurus	3434101	0
bovine papillomavirus	3435092	cervus elaphus	3434017	0
bovine papillomavirus	3435092	equus asinus	3433905	0
bovine papillomavirus	3435092	equus asinus x caballus	24320964	0
bovine papillomavirus	3435092	equus burchellii	3433899	0
bovine papillomavirus	3435092	equus caballus	3433909	0
bovine papillomavirus	3435092	equus zebra	3433901	0
bovine papillomavirus	3435092	giraffa camelopardalis	3434076	0
bovine papillomavirus	3435092	syncerus caffer	3434174	0
bovine papillomavirus 32b	26745825	rupicapra rupicapra	3451551	0
bovine papillomavirus 7z	26745827	cervus elaphus	3434017	0
bovine papular stomatitis virus	3606293	bos indicus	3434103	0
bovine papular stomatitis virus	3606293	bos taurus	3434101	0
bovine papular stomatitis virus	3606293	capricornis crispus	3434170	0
bovine picobirnavirus	25871175	bos indicus	3434103	0
bovine picobirnavirus	25871175	bos taurus	3434101	0
bovine picornavirus	26745769	bos taurus	3434101	0
bovine polyomavirus 2	26316552	bos taurus	3434101	0
bovine respirovirus 3	3436105	bos indicus	3434103	0
bovine respirovirus 3	3436105	bos taurus	3434101	0
bovine respirovirus 3	3436105	bubalus bubalis	3546118	0
bovine respirovirus 3	3436105	capra hircus	3434115	0
bovine respirovirus 3	3436105	odocoileus hemionus	3434034	0
bovine respirovirus 3	3436105	ovis aries	3434136	0
bovine respirovirus 3	3436105	sus scrofa	3433956	0
bovine rhinitis a virus	26745585	bos taurus	3434101	0
bovine rhinitis b virus	4072566	bos indicus	3434103	0
bovine rhinitis b virus	4072566	bos taurus	3434101	0
bovine rhinovirus 1	1606765	bos taurus	3434101	0
bovine torovirus	3519494	bos taurus	3434101	0
bowe orthohantavirus	26302902	crocidura douceti	3683937	0
brazilian caprine lentivirus	3546353	capra hircus	3434115	0
brazilian mammarenavirus	3469976	homo sapiens	3433574	0
brno virus	26303116	nyctalus noctula	3479708	0
broome virus	4050298	pteropus scapulatus	3554537	0
brown long-eared bat adenovirus 1	27589153	plecotus auritus	3498351	0
bruges orthohantavirus	26303092	talpa europaea	3433198	0
btmd-betacov/hub2013	26523920	myotis daubentonii	3563007	1
btmf-alphacov/gd2012-a	26523896	miniopterus fuliginosus	3658570	1
btmf-alphacov/gd2012-b	26523898	miniopterus fuliginosus	3658570	1
btmf-alphacov/hen2013-a	26523902	miniopterus fuliginosus	3658570	1
btmf-alphacov/hen2013-b	26523904	miniopterus fuliginosus	3658570	1
btmf-alphacov/hub2013-a	26523908	miniopterus fuliginosus	3658570	1
btmr-alphacov/sax2011	26523912	myotis ricketti	3673960	1
btnv-alphacov/sc2013	26523916	nyctalus velutinus	3658574	1
btrf-alphacov/hub2013	26316900	rhinolophus ferrumequinum	3494231	1
btrf-alphacov/yn2012	26523918	rhinolophus ferrumequinum	3494231	1
btrf-betacov/hen2013	26523926	rhinolophus ferrumequinum	3494231	1
btrf-betacov/hub2013	26523928	rhinolophus ferrumequinum	3494231	1
bubaline alphaherpesvirus 1	3673213	bubalus bubalis	3546118	0
bufavirus-1	26523804	homo sapiens	3433574	0
bufavirus-2	26523806	homo sapiens	3433574	0
bufavirus-3	26523836	homo sapiens	3433574	0
bujaru phlebovirus	4194414	proechimys guyannensis	3604819	0
bundibugyo ebolavirus	3991856	homo sapiens	3433574	0
bundibugyo ebolavirus	3991856	macaca fascicularis	3433477	0
bundibugyo ebolavirus	3991856	pan troglodytes	3433558	0
bundibugyo ebolavirus	3991856	pongo pygmaeus	3433562	0
bunyamwera orthobunyavirus	3452222	alces alces	3434005	0
bunyamwera orthobunyavirus	3452222	alouatta seniculus	3433404	0
bunyamwera orthobunyavirus	3452222	bos taurus	3434101	0
bunyamwera orthobunyavirus	3452222	capra hircus	3434115	0
bunyamwera orthobunyavirus	3452222	capreolus capreolus	3434013	0
bunyamwera orthobunyavirus	3452222	cervus elaphus	3434017	0
bunyamwera orthobunyavirus	3452222	colobus guereza	3449360	0
bunyamwera orthobunyavirus	3452222	dama dama	3445619	0
bunyamwera orthobunyavirus	3452222	equus caballus	3433909	0
bunyamwera orthobunyavirus	3452222	homo sapiens	3433574	0
bunyamwera orthobunyavirus	3452222	lepus americanus	3474224	0
bunyamwera orthobunyavirus	3452222	odocoileus hemionus	3434034	0
bunyamwera orthobunyavirus	3452222	odocoileus virginianus	3434038	0
bunyamwera orthobunyavirus	3452222	ovis aries	3434136	0
bunyamwera orthobunyavirus	3452222	ovis canadensis	3455249	0
bunyamwera orthobunyavirus	3452222	pan troglodytes	3433558	0
bunyamwera orthobunyavirus	3452222	procyon lotor	3433651	0
bunyamwera orthobunyavirus	3452222	rangifer tarandus	3434031	0
bunyamwera orthobunyavirus	3452222	sus scrofa	3433956	0
bunyamwera orthobunyavirus	3452222	ursus americanus	3433630	0
bunyamwera orthobunyavirus	3452222	vulpes velox	3433610	0
bunyamwera orthobunyavirus	3452222	vulpes vulpes	3433604	0
burana orthonairovirus	26531934	homo sapiens	3433574	0
burkina faso astrovirus	26316980	homo sapiens	3433574	0
bwamba orthobunyavirus	3452234	cercopithecus ascanius	3453696	0
bwamba orthobunyavirus	3452234	homo sapiens	3433574	0
cache valley orthobunyavirus	3531109	homo sapiens	3433574	0
cache valley orthobunyavirus	3531109	vulpes velox	3433610	0
cacipacore virus	3502597	homo sapiens	3433574	0
cadicivirus a	26317056	canis lupus familiaris	3433584	0
calabazo virus	3641981	zygodontomys brevicauda	3631315	0
calchaqui virus	26531938	equus caballus	3433909	0
calchaqui virus	26531938	homo sapiens	3433574	0
calhevirus 1	4169881	homo sapiens	3433574	0
calhevirus 2	26317172	crocidura hirta	3683940	0
cali mammarenavirus	3436501	cavia porcellus	3434442	0
cali mammarenavirus	3436501	homo sapiens	3433574	0
cali mammarenavirus	3436501	mesocricetus auratus	3434286	0
california encephalitis orthobunyavirus	3452224	alces alces	3434005	0
california encephalitis orthobunyavirus	3452224	alces americanus	4250465	0
california encephalitis orthobunyavirus	3452224	apodemus agrarius	3458388	0
california encephalitis orthobunyavirus	3452224	bos taurus	3434101	0
california encephalitis orthobunyavirus	3452224	canis latrans	3433582	0
california encephalitis orthobunyavirus	3452224	capra hircus	3434115	0
california encephalitis orthobunyavirus	3452224	capreolus capreolus	3434013	0
california encephalitis orthobunyavirus	3452224	cavia porcellus	3434442	0
california encephalitis orthobunyavirus	3452224	cervus elaphus	3434017	0
california encephalitis orthobunyavirus	3452224	cervus nippon	3434021	0
california encephalitis orthobunyavirus	3452224	dama dama	3445619	0
california encephalitis orthobunyavirus	3452224	erethizon dorsatum	3451519	0
california encephalitis orthobunyavirus	3452224	homo sapiens	3433574	0
california encephalitis orthobunyavirus	3452224	lepus americanus	3474224	0
california encephalitis orthobunyavirus	3452224	lepus capensis	3434195	0
california encephalitis orthobunyavirus	3452224	lepus europaeus	3434197	0
california encephalitis orthobunyavirus	3452224	lepus timidus	3499720	0
california encephalitis orthobunyavirus	3452224	macaca sinica	3433495	0
california encephalitis orthobunyavirus	3452224	marmota monax	3434217	0
california encephalitis orthobunyavirus	3452224	meriones unguiculatus	3434305	0
california encephalitis orthobunyavirus	3452224	microtus arvalis	3472720	0
california encephalitis orthobunyavirus	3452224	myodes glareolus	3891106	0
california encephalitis orthobunyavirus	3452224	myodes rutilus	3968664	0
california encephalitis orthobunyavirus	3452224	odocoileus hemionus	3434034	0
california encephalitis orthobunyavirus	3452224	odocoileus virginianus	3434038	0
california encephalitis orthobunyavirus	3452224	ondatra zibethicus	3434321	0
california encephalitis orthobunyavirus	3452224	oryctolagus cuniculus	3434201	0
california encephalitis orthobunyavirus	3452224	ovis aries	3434136	0
california encephalitis orthobunyavirus	3452224	rangifer tarandus	3434031	0
california encephalitis orthobunyavirus	3452224	sciurus carolinensis	3445773	0
california encephalitis orthobunyavirus	3452224	sciurus niger	3451541	0
california encephalitis orthobunyavirus	3452224	sciurus vulgaris	3486538	0
california encephalitis orthobunyavirus	3452224	sigmodon hispidus	3464368	0
california encephalitis orthobunyavirus	3452224	sorex araneus	3464087	0
california encephalitis orthobunyavirus	3452224	sus scrofa	3433956	0
california encephalitis orthobunyavirus	3452224	sylvilagus floridanus	3434205	0
california encephalitis orthobunyavirus	3452224	tamias striatus	3469546	0
california encephalitis orthobunyavirus	3452224	tamiasciurus hudsonicus	3434241	0
california encephalitis orthobunyavirus	3452224	urocitellus undulatus	3564682	0
california encephalitis orthobunyavirus	3452224	ursus arctos	3433632	0
california encephalitis orthobunyavirus	3452224	vulpes velox	3433610	0
california encephalitis orthobunyavirus	3452224	vulpes vulpes	3433604	0
california sea lion adenovirus	2259112	zalophus californianus	3433737	0
california sea lion astrovirus 10	24641359	zalophus californianus	3433737	0
california sea lion astrovirus 11	24641360	zalophus californianus	3433737	0
california sea lion astrovirus 3	4032422	zalophus californianus	3433737	0
california sea lion astrovirus 4	24641361	zalophus californianus	3433737	0
california sea lion astrovirus 5	24641362	zalophus californianus	3433737	0
california sea lion astrovirus 6	24641363	zalophus californianus	3433737	0
california sea lion astrovirus 7	24641364	zalophus californianus	3433737	0
california sea lion astrovirus 8	24641365	zalophus californianus	3433737	0
california sea lion astrovirus 9	24641366	zalophus californianus	3433737	0
california sea lion norovirus	2070151	zalophus californianus	3433737	0
california sea lion rotavirus 1	24641372	zalophus californianus	3433737	0
california sea lion sapelovirus 1	24641374	zalophus californianus	3433737	0
california sea lion sapovirus 1	24641377	zalophus californianus	3433737	0
california sea lion sapovirus 2	24641378	zalophus californianus	3433737	0
callitrichine gammaherpesvirus 3	3575765	callithrix jacchus	3433376	0
calovo virus	3816996	capreolus capreolus	3434013	0
calovo virus	3816996	cervus elaphus	3434017	0
calovo virus	3816996	dama dama	3445619	0
camel contagious ecthyma virus	4049021	camelus dromedarius	3433981	0
camel coronavirus hku23	27097316	camelus dromedarius	3433981	1
camel papillomavirus	27097318	camelus dromedarius	3433981	0
camelpox virus	3442991	camelus bactrianus	3433979	0
camelpox virus	3442991	camelus dromedarius	3433981	0
camelpox virus	3442991	homo sapiens	3433574	0
camp ripley virus	3903023	blarina brevicauda	3433219	0
canadian squirrelpox virus	4073045	tamiasciurus hudsonicus	3434241	0
candiru phlebovirus	25924812	didelphis marsupialis	3433020	0
candiru phlebovirus	25924812	homo sapiens	3433574	0
canid alphaherpesvirus 1	3643011	ailuropoda melanoleuca	3433636	0
canid alphaherpesvirus 1	3643011	canis latrans	3433582	0
canid alphaherpesvirus 1	3643011	canis lupus	3433580	0
canid alphaherpesvirus 1	3643011	canis lupus familiaris	3433584	0
canid alphaherpesvirus 1	3643011	leptonychotes weddellii	3433754	0
canid alphaherpesvirus 1	3643011	lontra canadensis	3523533	0
canid alphaherpesvirus 1	3643011	urocyon littoralis	3710690	0
canid alphaherpesvirus 1	3643011	vulpes vulpes	3433604	0
canid herpesvirus 2	26747639	lycalopex fulvipes	3807025	0
canine astrovirus	26747467	canis lupus familiaris	3433584	0
canine astrovirus 1	26552463	canis lupus familiaris	3433584	0
canine bocavirus	26747411	canis lupus familiaris	3433584	0
canine bocavirus 3	26747643	canis lupus familiaris	3433584	0
canine circovirus	26317808	canis lupus	3433580	0
canine circovirus	26317808	canis lupus familiaris	3433584	0
canine circovirus	26317808	meles meles	3433666	0
canine circovirus	26317808	vulpes vulpes	3433604	0
canine hepacivirus	25871179	canis lupus familiaris	3433584	0
canine kobuvirus	26748095	canis adustus	3509500	0
canine kobuvirus	26748095	canis aureus	3509501	0
canine kobuvirus	26748095	canis lupus familiaris	3433584	0
canine kobuvirus	26748095	crocuta crocuta	3433694	0
canine mastadenovirus a	3435054	ailuropoda melanoleuca	3433636	0
canine mastadenovirus a	3435054	canis adustus	3509500	0
canine mastadenovirus a	3435054	canis latrans	3433582	0
canine mastadenovirus a	3435054	canis lupus	3433580	0
canine mastadenovirus a	3435054	canis lupus familiaris	3433584	0
canine mastadenovirus a	3435054	canis mesomelas	3509503	0
canine mastadenovirus a	3435054	canis simensis	3448398	0
canine mastadenovirus a	3435054	cerdocyon thous	3433590	0
canine mastadenovirus a	3435054	chrysocyon brachyurus	3509507	0
canine mastadenovirus a	3435054	eumetopias jubatus	3451585	0
canine mastadenovirus a	3435054	herpestes ichneumon	3433731	0
canine mastadenovirus a	3435054	lontra canadensis	3523533	0
canine mastadenovirus a	3435054	lycalopex griseus	3509519	0
canine mastadenovirus a	3435054	lycaon pictus	3433594	0
canine mastadenovirus a	3435054	lynx pardinus	3663059	0
canine mastadenovirus a	3435054	martes foina	3433660	0
canine mastadenovirus a	3435054	martes pennanti	3523537	0
canine mastadenovirus a	3435054	mustela lutreola	3433674	0
canine mastadenovirus a	3435054	mustela putorius	3433676	0
canine mastadenovirus a	3435054	neovison vison	3895726	0
canine mastadenovirus a	3435054	odobenus rosmarus	3433742	0
canine mastadenovirus a	3435054	procyon lotor	3433651	0
canine mastadenovirus a	3435054	urocyon cinereoargenteus	3486340	0
canine mastadenovirus a	3435054	urocyon littoralis	3710690	0
canine mastadenovirus a	3435054	ursus americanus	3433630	0
canine mastadenovirus a	3435054	ursus arctos	3433632	0
canine mastadenovirus a	3435054	ursus maritimus	3443313	0
canine mastadenovirus a	3435054	vulpes lagopus	3932989	0
canine mastadenovirus a	3435054	vulpes macrotis	3433608	0
canine mastadenovirus a	3435054	vulpes velox	3433610	0
canine mastadenovirus a	3435054	vulpes vulpes	3433604	0
canine mastadenovirus a	3435054	vulpes zerda	3509513	0
canine morbillivirus	3436134	acinonyx jubatus	3448402	0
canine morbillivirus	3436134	ailuropoda melanoleuca	3433636	0
canine morbillivirus	3436134	ailurus fulgens	3433641	0
canine morbillivirus	3436134	balaenoptera physalus	3433860	0
canine morbillivirus	3436134	canis adustus	3509500	0
canine morbillivirus	3436134	canis aureus	3509501	0
canine morbillivirus	3436134	canis latrans	3433582	0
canine morbillivirus	3436134	canis lupus	3433580	0
canine morbillivirus	3436134	canis lupus familiaris	3433584	0
canine morbillivirus	3436134	canis mesomelas	3509503	0
canine morbillivirus	3436134	canis rufus	3470113	0
canine morbillivirus	3436134	canis simensis	3448398	0
canine morbillivirus	3436134	caracal caracal	3497574	0
canine morbillivirus	3436134	cerdocyon thous	3433590	0
canine morbillivirus	3436134	chrysocyon brachyurus	3509507	0
canine morbillivirus	3436134	crocuta crocuta	3433694	0
canine morbillivirus	3436134	cystophora cristata	3458835	0
canine morbillivirus	3436134	elephas maximus	3433885	0
canine morbillivirus	3436134	felis silvestris	3433704	0
canine morbillivirus	3436134	gulo gulo	3474741	0
canine morbillivirus	3436134	halichoerus grypus	3433750	0
canine morbillivirus	3436134	leopardus geoffroyi	3472029	0
canine morbillivirus	3436134	leopardus pardalis	3448404	0
canine morbillivirus	3436134	leopardus wiedii	3497557	0
canine morbillivirus	3436134	lobodon carcinophaga	3568080	0
canine morbillivirus	3436134	lontra canadensis	3523533	0
canine morbillivirus	3436134	lycalopex griseus	3509519	0
canine morbillivirus	3436134	lycalopex gymnocercus	3871263	0
canine morbillivirus	3436134	lycaon pictus	3433594	0
canine morbillivirus	3436134	lynx canadensis	3497559	0
canine morbillivirus	3436134	lynx lynx	3438160	0
canine morbillivirus	3436134	lynx pardinus	3663059	0
canine morbillivirus	3436134	lynx rufus	3497561	0
canine morbillivirus	3436134	macaca fascicularis	3433477	0
canine morbillivirus	3436134	macaca mulatta	3433483	0
canine morbillivirus	3436134	marmota caudata	3514731	0
canine morbillivirus	3436134	martes foina	3433660	0
canine morbillivirus	3436134	martes martes	3443307	0
canine morbillivirus	3436134	martes pennanti	3523537	0
canine morbillivirus	3436134	meles meles	3433666	0
canine morbillivirus	3436134	melogale moschata	3674495	0
canine morbillivirus	3436134	mephitis mephitis	3445645	0
canine morbillivirus	3436134	mustela lutreola	3433674	0
canine morbillivirus	3436134	mustela nigripes	3524301	0
canine morbillivirus	3436134	mustela putorius	3433676	0
canine morbillivirus	3436134	neovison vison	3895726	0
canine morbillivirus	3436134	nyctereutes procyonoides	3451573	0
canine morbillivirus	3436134	odobenus rosmarus	3433742	0
canine morbillivirus	3436134	oryctolagus cuniculus	3434201	0
canine morbillivirus	3436134	otocyon megalotis	3433598	0
canine morbillivirus	3436134	paguma larvata	3433688	0
canine morbillivirus	3436134	panthera leo	3433712	0
canine morbillivirus	3436134	panthera onca	3433714	0
canine morbillivirus	3436134	panthera pardus	3433716	0
canine morbillivirus	3436134	panthera tigris	3433721	0
canine morbillivirus	3436134	paradoxurus hermaphroditus	3513487	0
canine morbillivirus	3436134	phoca groenlandica	3458490	0
canine morbillivirus	3436134	phoca vitulina	3433768	0
canine morbillivirus	3436134	procyon lotor	3433651	0
canine morbillivirus	3436134	puma concolor	3433725	0
canine morbillivirus	3436134	puma yagouaroundi	25996844	0
canine morbillivirus	3436134	pusa caspica	4072857	0
canine morbillivirus	3436134	pusa hispida	3433764	0
canine morbillivirus	3436134	pusa sibirica	3433766	0
canine morbillivirus	3436134	sus scrofa	3433956	0
canine morbillivirus	3436134	taxidea taxus	3445657	0
canine morbillivirus	3436134	tremarctos ornatus	3433624	0
canine morbillivirus	3436134	urocyon cinereoargenteus	3486340	0
canine morbillivirus	3436134	urocyon littoralis	3710690	0
canine morbillivirus	3436134	ursus americanus	3433630	0
canine morbillivirus	3436134	ursus arctos	3433632	0
canine morbillivirus	3436134	ursus maritimus	3443313	0
canine morbillivirus	3436134	ursus thibetanus	3433628	0
canine morbillivirus	3436134	viverricula indica	3554692	0
canine morbillivirus	3436134	vulpes lagopus	3932989	0
canine morbillivirus	3436134	vulpes macrotis	3433608	0
canine morbillivirus	3436134	vulpes velox	3433610	0
canine morbillivirus	3436134	vulpes vulpes	3433604	0
canine morbillivirus	3436134	vulpes zerda	3509513	0
canine papillomavirus	26747439	canis lupus	3433580	0
canine papillomavirus	26747439	canis lupus familiaris	3433584	0
canine parainfluenza virus	3624076	ailuropoda melanoleuca	3433636	0
canine parainfluenza virus	3624076	canis latrans	3433582	0
canine parainfluenza virus	3624076	canis lupus familiaris	3433584	0
canine parainfluenza virus	3624076	mustela lutreola	3433674	0
canine parainfluenza virus	3624076	mustela putorius	3433676	0
canine parainfluenza virus	3624076	neovison vison	3895726	0
canine parainfluenza virus	3624076	vulpes vulpes	3433604	0
canine picornavirus	26747505	canis lupus familiaris	3433584	0
canine pneumovirus	26747749	canis lupus familiaris	3433584	0
canine vesivirus	26747485	canis lupus familiaris	3433584	0
cano delgadito orthohantavirus	3495359	sigmodon alstoni	3610814	0
cano delgadito orthohantavirus	3495359	zygodontomys brevicauda	3631315	0
cao bang orthohantavirus	3894939	anourosorex squamipes	3604317	0
cao bang orthohantavirus	3894939	anourosorex yamashinai	3732626	0
capim orthobunyavirus	23539124	caluromys philander	3512615	0
capra hircus cyclovirus	1455631	capra hircus	3434115	0
capreolus herpesvirus 1	27253618	capreolus capreolus	3434013	0
caprine adenovirus 2	3839071	capra hircus	3434115	0
caprine alphaherpesvirus 1	3459963	capra aegagrus	3434113	0
caprine alphaherpesvirus 1	3459963	capra hircus	3434115	0
caprine alphaherpesvirus 1	3459963	capreolus capreolus	3434013	0
caprine alphaherpesvirus 1	3459963	cervus elaphus	3434017	0
caprine alphaherpesvirus 1	3459963	dama dama	3445619	0
caprine arthritis encephalitis virus	3436532	capra hircus	3434115	0
caprine arthritis encephalitis virus	3436532	capra ibex	3516084	0
