virus	virusid	host	hostid	coronavirus
lymphocytic choriomeningitis mammarenavirus	3436487	rattus rattus	3434407	0
lymphocytic choriomeningitis mammarenavirus	3436487	sciurus carolinensis	3445773	0
lynx rufus gammaherpesvirus 1	27772743	lynx rufus	3497561	0
lynx rufus gammaherpesvirus 2	27406666	lynx rufus	3497561	0
macaca fascicularis adenovirus 1	24643287	macaca fascicularis	3433477	0
macaca fascicularis cytomegalovirus 1	3765562	macaca fascicularis	3433477	0
macaca fascicularis lymphocryptovirus	26205634	macaca fascicularis	3433477	0
macaca fascicularis papillomavirus	3490912	macaca fascicularis	3433477	0
macaca mulatta adenovirus 1	24643288	macaca mulatta	3433483	0
macaca mulatta cytomegalovirus	3434829	macaca mulatta	3433483	0
macaca mulatta cytomegalovirus	3434829	saguinus fuscicollis	3433382	0
macaca mulatta cytomegalovirus	3434829	saguinus nigricollis	3433386	0
macaca mulatta cytomegalovirus	3434829	saguinus oedipus	3433388	0
macaca mulatta polyomavirus 1	26205414	aotus trivirgatus	3433408	0
macaca mulatta polyomavirus 1	26205414	callimico goeldii	3433396	0
macaca mulatta polyomavirus 1	26205414	chlorocebus aethiops	3433463	0
macaca mulatta polyomavirus 1	26205414	chlorocebus pygerythrus	3496402	0
macaca mulatta polyomavirus 1	26205414	homo sapiens	3433574	0
macaca mulatta polyomavirus 1	26205414	macaca cyclopis	3526691	0
macaca mulatta polyomavirus 1	26205414	macaca fascicularis	3433477	0
macaca mulatta polyomavirus 1	26205414	macaca fuscata	3433479	0
macaca mulatta polyomavirus 1	26205414	macaca mulatta	3433483	0
macaca mulatta polyomavirus 1	26205414	macaca nemestrina	3433485	0
macaca mulatta polyomavirus 1	26205414	macaca speciosa	3433496	0
macaca mulatta polyomavirus 1	26205414	macaca sylvanus	3433487	0
macaca mulatta polyomavirus 1	26205414	macaca tonkeana	3461541	0
macaca mulatta polyomavirus 1	26205414	pan troglodytes	3433558	0
macaca mulatta polyomavirus 1	26205414	papio anubis	3433500	0
macaca mulatta polyomavirus 1	26205414	papio hamadryas	3433504	0
macaca mulatta polyomavirus 1	26205414	papio ursinus	3453707	0
macaca mulatta polyomavirus 1	26205414	saimiri sciureus	3433437	0
macacine alphaherpesvirus 1	3434765	chlorocebus aethiops	3433463	0
macacine alphaherpesvirus 1	3434765	chlorocebus pygerythrus	3496402	0
macacine alphaherpesvirus 1	3434765	homo sapiens	3433574	0
macacine alphaherpesvirus 1	3434765	macaca assamensis	3433493	0
macacine alphaherpesvirus 1	3434765	macaca cyclopis	3526691	0
macacine alphaherpesvirus 1	3434765	macaca fascicularis	3433477	0
macacine alphaherpesvirus 1	3434765	macaca fuscata	3433479	0
macacine alphaherpesvirus 1	3434765	macaca mulatta	3433483	0
macacine alphaherpesvirus 1	3434765	macaca nemestrina	3433485	0
macacine alphaherpesvirus 1	3434765	macaca radiata	3433489	0
macacine alphaherpesvirus 1	3434765	macaca silenus	3485539	0
macacine alphaherpesvirus 1	3434765	macaca speciosa	3433496	0
macacine alphaherpesvirus 1	3434765	macaca sylvanus	3433487	0
macacine betaherpesvirus 3	3473948	macaca fascicularis	3433477	0
macacine betaherpesvirus 3	3473948	macaca mulatta	3433483	0
macacine betaherpesvirus 3	3473948	macaca sylvanus	3433487	0
macacine betaherpesvirus 9	26205638	macaca nemestrina	3433485	0
macacine gammaherpesvirus 4	3469509	macaca fascicularis	3433477	0
macacine gammaherpesvirus 4	3469509	macaca fuscata	3433479	0
macacine gammaherpesvirus 4	3469509	macaca mulatta	3433483	0
macacine gammaherpesvirus 5	3628488	chlorocebus aethiops	3433463	0
macacine gammaherpesvirus 5	3628488	macaca fascicularis	3433477	0
macacine gammaherpesvirus 5	3628488	macaca fuscata	3433479	0
macacine gammaherpesvirus 5	3628488	macaca mulatta	3433483	0
macacine gammaherpesvirus 5	3628488	macaca nemestrina	3433485	0
macacine gammaherpesvirus 5	3628488	mandrillus leucophaeus	3433516	0
macacine gammaherpesvirus 5	3628488	mandrillus sphinx	3433506	0
macacine gammaherpesvirus 5	3628488	papio hamadryas	3433504	0
macaque simian foamy virus	3793032	macaca arctoides	3433475	0
macaque simian foamy virus	3793032	macaca mulatta	3433483	0
machupo mammarenavirus	3436497	apodemus agrarius	3458388	0
machupo mammarenavirus	3436497	calomys callosus	3488487	0
machupo mammarenavirus	3436497	cavia porcellus	3434442	0
machupo mammarenavirus	3436497	homo sapiens	3433574	0
macropodid alphaherpesvirus 1	3613342	antechinus agilis	3849064	0
macropodid alphaherpesvirus 1	3613342	antechinus flavipes	3457988	0
macropodid alphaherpesvirus 1	3613342	bettongia gaimardi	3692100	0
macropodid alphaherpesvirus 1	3613342	macropus eugenii	3433095	0
macropodid alphaherpesvirus 1	3613342	macropus giganteus	3433099	0
macropodid alphaherpesvirus 1	3613342	sarcophilus harrisii	3433081	0
macropodid alphaherpesvirus 1	3613342	vombatus ursinus	3443428	0
macropodid alphaherpesvirus 2	3535416	antechinus agilis	3849064	0
macropodid alphaherpesvirus 2	3535416	antechinus flavipes	3457988	0
macropodid alphaherpesvirus 2	3535416	bettongia gaimardi	3692100	0
macropodid alphaherpesvirus 2	3535416	macropus eugenii	3433095	0
macropodid alphaherpesvirus 2	3535416	macropus giganteus	3433099	0
macropodid alphaherpesvirus 2	3535416	sarcophilus harrisii	3433081	0
macropodid alphaherpesvirus 2	3535416	vombatus ursinus	3443428	0
macropodid herpesvirus 3	3879345	macropus giganteus	3433099	0
macropodid herpesvirus 6	27471584	setonix brachyurus	3445806	0
madariaga virus	26532010	equus caballus	3433909	0
madariaga virus	26532010	homo sapiens	3433574	0
madariaga virus	26532010	sapajus apella	3433426	0
madariaga virus	26532010	transandinomys bolivaris	3961999	0
madariaga virus	26532010	zygodontomys brevicauda	3631315	0
madrid orthobunyavirus	3801754	homo sapiens	3433574	0
main drain orthobunyavirus	3531115	equus caballus	3433909	0
main drain orthobunyavirus	3531115	oryctolagus cuniculus	3434201	0
makokou virus	26303154	hipposideros ruber	3905976	0
malignant catarrhal fever virus in white-tailed deer	3695668	odocoileus virginianus	3434038	0
malignant rabbit fibroma virus	3434675	oryctolagus cuniculus	3434201	0
malsoor virus	26532016	rousettus leschenaultii	3433257	0
mamastrovirus 1	26552795	homo sapiens	3433574	0
mamastrovirus 1	26552795	macaca mulatta	3433483	0
mamastrovirus 1	26552795	scotophilus kuhlii	3627544	0
mamastrovirus 10	3688849	mustela lutreola	3433674	0
mamastrovirus 10	3688849	neovison vison	3895726	0
mamastrovirus 11	4032420	zalophus californianus	3433737	0
mamastrovirus 12	4021711	taphozous melanopogon	3658566	0
mamastrovirus 13	3512921	ovis aries	3434136	0
mamastrovirus 14	1239578	miniopterus magnater	3883825	0
mamastrovirus 15	4021712	taphozous melanopogon	3658566	0
mamastrovirus 16	1239580	pipistrellus abramus	3573948	0
mamastrovirus 17	4021665	hipposideros pomona	3789045	0
mamastrovirus 18	1239582	miniopterus pusillus	3723878	0
mamastrovirus 19	4021703	taphozous melanopogon	3658566	0
mamastrovirus 2	3520753	felis catus	3433706	0
mamastrovirus 2	3520753	sus scrofa	3433956	0
mamastrovirus 3	26552797	homo sapiens	3433574	0
mamastrovirus 3	26552797	sus scrofa	3433956	0
mamastrovirus 4	27509451	homo sapiens	3433574	0
mamastrovirus 4	27509451	sus scrofa	3433956	0
mamastrovirus 4	27509451	zalophus californianus	3433737	0
mamastrovirus 5	27509453	canis lupus familiaris	3433584	0
mamastrovirus 5	27509453	macaca mulatta	3433483	0
mamastrovirus 6	27509455	homo sapiens	3433574	0
mamastrovirus 6	27509455	macaca mulatta	3433483	0
mamastrovirus 7	4032419	tursiops truncatus	3433804	0
mamastrovirus 8	1239572	homo sapiens	3433574	0
mamastrovirus 9	4115924	homo sapiens	3433574	0
mammalian 1 orthobornavirus	26334994	crocidura leucodon	3581319	0
mammalian 1 orthobornavirus	26334994	crocidura russula	3454609	0
mammalian 1 orthobornavirus	26334994	equus caballus	3433909	0
mammalian 1 orthobornavirus	26334994	homo sapiens	3433574	0
mammalian 1 orthobornavirus	26334994	sorex araneus	3464087	0
mammalian 1 orthobornavirus	26334994	vulpes vulpes	3433604	0
mammalian 2 orthobornavirus	26302798	callosciurus prevostii	3503224	0
mammalian 2 orthobornavirus	26302798	homo sapiens	3433574	0
mammalian 2 orthobornavirus	26302798	sciurus granatensis	3695069	0
mammalian 2 orthobornavirus	26302798	sciurus variegatoides	3695074	0
mammalian 2 orthobornavirus	26302798	tamiops swinhoei	3694793	0
mammalian orthoreovirus	3804442	bos taurus	3434101	0
mammalian orthoreovirus	3804442	canis lupus familiaris	3433584	0
mammalian orthoreovirus	3804442	homo sapiens	3433574	0
mammalian orthoreovirus	3804442	microtus arvalis	3472720	0
mammalian orthoreovirus	3804442	mus musculoides	3496465	0
mammalian orthoreovirus	3804442	myodes glareolus	3891106	0
mammalian orthoreovirus	3804442	myotis ricketti	3673960	0
mammalian orthoreovirus	3804442	paguma larvata	3433688	0
mammalian orthoreovirus	3804442	panthera leo	3433712	0
mammalian orthoreovirus	3804442	pipistrellus kuhlii	3494218	0
mammalian orthoreovirus	3804442	rhinolophus affinis	3494227	0
mammalian orthoreovirus	3804442	rhinolophus hipposideros	3524426	0
mammalian orthoreovirus	3804442	rhinolophus pusillus	3633429	0
mammalian orthoreovirus	3804442	sus scrofa	3433956	0
mammalian orthoreovirus	3804442	tadarida teniotis	3494239	0
mammalian orthoreovirus	3804442	taphozous melanopogon	3658566	0
mammalian orthoreovirus	3804442	tupaia glis	3433233	0
mammalian orthoreovirus	3804442	vespertilio murinus	3494243	0
mammalian rubulavirus 5	3436091	bos taurus	3434101	0
mammalian rubulavirus 5	3436091	canis lupus familiaris	3433584	0
mammalian rubulavirus 5	3436091	felis catus	3433706	0
mammalian rubulavirus 5	3436091	homo sapiens	3433574	0
mammalian rubulavirus 5	3436091	macaca mulatta	3433483	0
mammalian rubulavirus 5	3436091	macaca radiata	3433489	0
mammalian rubulavirus 5	3436091	semnopithecus entellus	3543630	0
mammalian rubulavirus 5	3436091	sus scrofa	3433956	0
mandrill polyomavirus	4180250	mandrillus sphinx	3433506	0
mandrillus cytomegalovirus	3619538	mandrillus leucophaeus	3433516	0
mandrillus cytomegalovirus	3619538	mandrillus sphinx	3433506	0
mandrillus herpesvirus beta	3619539	mandrillus sphinx	3433506	0
mandrillus sphinx adenovirus	1916698	mandrillus sphinx	3433506	0
manhattan parechovirus	27317562	rattus norvegicus	3434405	0
manzanilla orthobunyavirus	3632764	alouatta seniculus	3433404	0
manzanilla orthobunyavirus	3632764	homo sapiens	3433574	0
manzanilla orthobunyavirus	3632764	sus scrofa	3433956	0
maporal orthohantavirus	26205320	oligoryzomys fulvescens	3688053	0
mapuera rubulavirus	3465473	sturnira lilium	3441118	0
marburg marburgvirus	3436199	hipposideros caffer	3759833	0
marburg marburgvirus	3436199	homo sapiens	3433574	0
marburg marburgvirus	3436199	pongo pygmaeus	3433562	0
marburg marburgvirus	3436199	rousettus aegyptiacus	3433255	0
mariental mammarenavirus	26303038	micaelamys namaquensis	3913847	0
maripa hantavirus	4039856	homo sapiens	3433574	0
maripa hantavirus	4039856	oligoryzomys fulvescens	3688053	0
maripa hantavirus	4039856	zygodontomys brevicauda	3631315	0
marituba orthobunyavirus	3750838	homo sapiens	3433574	0
marituba orthobunyavirus	3750838	nectomys squamipes	3443393	0
marituba orthobunyavirus	3750838	sapajus apella	3433426	0
marmot astrovirus 1	2161797	marmota himalayana	3552840	0
marmot astrovirus 2	2161798	marmota himalayana	3552840	0
marmot astrovirus 3	2161799	marmota himalayana	3552840	0
marmot astrovirus 4	2161800	marmota himalayana	3552840	0
marmot astrovirus 5	2161801	marmota himalayana	3552840	0
marmot astrovirus 6	2161802	marmota himalayana	3552840	0
marmot cardiovirus	2161811	marmota himalayana	3552840	0
marmot norovirus	2161807	marmota himalayana	3552840	0
marmot sapovirus	2161805	marmota himalayana	3552840	0
marseillevirus marseillevirus	4073779	homo sapiens	3433574	0
marten adenovirus type 1	2023337	martes martes	3443307	0
marten adenovirus type 2	2023342	martes martes	3443307	0
marten alphaherpesvirus	27483739	martes americana	3433662	0
marten betaherpesvirus	27708927	martes americana	3433662	0
marten gammaherpesvirus 1	27483741	martes americana	3433662	0
marten gammaherpesvirus 2	27483743	martes americana	3433662	0
masked palm civet coronavirus guangxi/d728/2005	3886556	paguma larvata	3433688	1
mason-pfizer monkey virus	3436844	chlorocebus aethiops	3433463	0
mason-pfizer monkey virus	3436844	macaca fascicularis	3433477	0
mason-pfizer monkey virus	3436844	macaca mulatta	3433483	0
mason-pfizer monkey virus	3436844	papio cynocephalus	3433502	0
mastomys natalensis polyomavirus 1	4180721	mastomys natalensis	3434397	0
mayaro virus	3493923	alouatta belzebul	3445692	0
mayaro virus	3493923	alouatta seniculus	3433404	0
mayaro virus	3493923	homo sapiens	3433574	0
mayaro virus	3493923	pithecia pithecia	3466650	0
mayaro virus	3493923	saguinus midas	3445685	0
mayaro virus	3493923	saimiri sciureus	3433437	0
measles morbillivirus	3436138	aotus trivirgatus	3433408	0
measles morbillivirus	3436138	chlorocebus aethiops	3433463	0
measles morbillivirus	3436138	colobus guereza	3449360	0
measles morbillivirus	3436138	gorilla gorilla	3433550	0
measles morbillivirus	3436138	homo sapiens	3433574	0
measles morbillivirus	3436138	macaca fuscata	3433479	0
measles morbillivirus	3436138	macaca mulatta	3433483	0
measles morbillivirus	3436138	saguinus mystax	3433384	0
measles morbillivirus	3436138	trachypithecus cristatus	3599973	0
mediterranean horseshoe bat adenovirus 1	27309382	rhinolophus euryale	3581323	0
